Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU
2.989,1,Ene,2015,01/01/2015,4,3.07,265.58,"1,249.45",95.96,442.23,62086.34977,1,0.25%
2.989,2,Ene,2015,02/01/2015,5,3.07,265.58,"1,249.45",95.96,442.23,62086.34977,1,0.25%
2.992,5,Ene,2015,05/01/2015,1,3.07,265.58,"1,249.45",95.96,442.23,62086.34977,1,0.25%
2.983,6,Ene,2015,06/01/2015,2,3.07,265.58,"1,249.45",95.96,442.23,62416.87961,1,0.25%
2.987,7,Ene,2015,07/01/2015,3,3.07,265.58,"1,249.45",95.96,442.23,62367.97035,1,0.25%
2.989,8,Ene,2015,08/01/2015,4,3.07,265.58,"1,249.45",95.96,442.23,62360.93635,1,0.25%
2.986,9,Ene,2015,09/01/2015,5,3.07,265.58,"1,249.45",95.96,442.23,62676.98903,1,0.25%
2.989,12,Ene,2015,12/01/2015,1,3.07,265.58,"1,249.45",95.96,442.23,62964.54467,1,0.25%
2.985,13,Ene,2015,13/01/2015,2,3.07,265.58,"1,249.45",95.96,442.23,62920.09402,1,0.25%
2.994,14,Ene,2015,14/01/2015,3,3.07,265.58,"1,249.45",95.96,442.23,62919.57642,1,0.25%
2.997,15,Ene,2015,15/01/2015,4,3.07,265.58,"1,249.45",95.96,442.23,63237.84323,1,0.25%
3.013,16,Ene,2015,16/01/2015,5,3.07,265.58,"1,249.45",95.96,442.23,63109.72317,1,0.25%
3.012,19,Ene,2015,19/01/2015,1,3.07,265.58,"1,249.45",95.96,442.23,63100.91599,1,0.25%
3.009,20,Ene,2015,20/01/2015,2,3.07,265.58,"1,249.45",95.96,442.23,62749.72718,1,0.25%
3.011,21,Ene,2015,21/01/2015,3,3.07,265.58,"1,249.45",95.96,442.23,62747.24837,1,0.25%
3.004,22,Ene,2015,22/01/2015,4,3.07,265.58,"1,249.45",95.96,442.23,62606.2004,1,0.25%
3.012,23,Ene,2015,23/01/2015,5,3.07,265.58,"1,249.45",95.96,442.23,62601.60874,1,0.25%
3.02,26,Ene,2015,26/01/2015,1,3.07,265.58,"1,249.45",95.96,442.23,62556.67896,1,0.25%
3.024,27,Ene,2015,27/01/2015,2,3.07,265.58,"1,249.45",95.96,442.23,62631.32994,1,0.25%
3.029,28,Ene,2015,28/01/2015,3,3.07,265.58,"1,249.45",95.96,442.23,62563.86991,1,0.25%
3.045,29,Ene,2015,29/01/2015,4,3.07,265.58,"1,249.45",95.96,442.23,62660.07879,1,0.25%
3.058,30,Ene,2015,30/01/2015,5,3.07,265.58,"1,249.45",95.96,442.23,62618.83686,1,0.25%
3.06,2,Feb,2015,02/02/2015,1,2.77,259.88,"1,227.19",95.15,439.84,62504.31297,0,0.25%
3.059,3,Feb,2015,03/02/2015,2,2.77,259.88,"1,227.19",95.15,439.84,62408.30888,0,0.25%
3.062,4,Feb,2015,04/02/2015,3,2.77,259.88,"1,227.19",95.15,439.84,62453.099,0,0.25%
3.063,5,Feb,2015,05/02/2015,4,2.77,259.88,"1,227.19",95.15,439.84,62251.85275,0,0.25%
3.068,6,Feb,2015,06/02/2015,5,2.77,259.88,"1,227.19",95.15,439.84,61984.50054,0,0.25%
3.065,9,Feb,2015,09/02/2015,1,2.77,259.88,"1,227.19",95.15,439.84,62012.6526,0,0.25%
3.076,10,Feb,2015,10/02/2015,2,2.77,259.88,"1,227.19",95.15,439.84,62051.50412,0,0.25%
3.094,11,Feb,2015,11/02/2015,3,2.77,259.88,"1,227.19",95.15,439.84,62239.80787,0,0.25%
3.082,12,Feb,2015,12/02/2015,4,2.77,259.88,"1,227.19",95.15,439.84,62327.8035,0,0.25%
3.075,13,Feb,2015,13/02/2015,5,2.77,259.88,"1,227.19",95.15,439.84,62681.33962,0,0.25%
3.085,16,Feb,2015,16/02/2015,1,2.77,259.88,"1,227.19",95.15,439.84,62673.34549,0,0.25%
3.083,17,Feb,2015,17/02/2015,2,2.77,259.88,"1,227.19",95.15,439.84,62300.16298,0,0.25%
3.086,18,Feb,2015,18/02/2015,3,2.77,259.88,"1,227.19",95.15,439.84,62367.64826,0,0.25%
3.087,19,Feb,2015,19/02/2015,4,2.77,259.88,"1,227.19",95.15,439.84,62429.67644,0,0.25%
3.089,20,Feb,2015,20/02/2015,5,2.77,259.88,"1,227.19",95.15,439.84,61833.3514,0,0.25%
3.09,23,Feb,2015,23/02/2015,1,2.77,259.88,"1,227.19",95.15,439.84,61793.46836,0,0.25%
3.095,24,Feb,2015,24/02/2015,2,2.77,259.88,"1,227.19",95.15,439.84,61978.04854,0,0.25%
3.095,25,Feb,2015,25/02/2015,3,2.77,259.88,"1,227.19",95.15,439.84,61930.08426,0,0.25%
3.094,26,Feb,2015,26/02/2015,4,2.77,259.88,"1,227.19",95.15,439.84,61958.01731,0,0.25%
3.095,27,Feb,2015,27/02/2015,5,2.77,259.88,"1,227.19",95.15,439.84,61896.32472,0,0.25%
3.097,2,Mar,2015,02/03/2015,1,3.02,269.42,"1,178.63",92.02,474.45,61767.08709,1,0.25%
3.093,3,Mar,2015,03/03/2015,2,3.02,269.42,"1,178.63",92.02,474.45,61950.18069,1,0.25%
3.094,4,Mar,2015,04/03/2015,3,3.02,269.42,"1,178.63",92.02,474.45,62050.26463,1,0.25%
3.098,5,Mar,2015,05/03/2015,4,3.02,269.42,"1,178.63",92.02,474.45,61655.48951,1,0.25%
3.101,6,Mar,2015,06/03/2015,5,3.02,269.42,"1,178.63",92.02,474.45,61477.15188,1,0.25%
3.1,9,Mar,2015,09/03/2015,1,3.02,269.42,"1,178.63",92.02,474.45,61377.05929,1,0.25%
3.1,10,Mar,2015,10/03/2015,2,3.02,269.42,"1,178.63",92.02,474.45,61446.77185,1,0.25%
3.101,11,Mar,2015,11/03/2015,3,3.02,269.42,"1,178.63",92.02,474.45,61348.74642,1,0.25%
3.099,12,Mar,2015,12/03/2015,4,3.02,269.42,"1,178.63",92.02,474.45,61344.25922,1,0.25%
3.099,13,Mar,2015,13/03/2015,5,3.02,269.42,"1,178.63",92.02,474.45,61307.09324,1,0.25%
3.099,16,Mar,2015,16/03/2015,1,3.02,269.42,"1,178.63",92.02,474.45,61253.52642,1,0.25%
3.098,17,Mar,2015,17/03/2015,2,3.02,269.42,"1,178.63",92.02,474.45,61328.90516,1,0.25%
3.1,18,Mar,2015,18/03/2015,3,3.02,269.42,"1,178.63",92.02,474.45,61481.56984,1,0.25%
3.096,19,Mar,2015,19/03/2015,4,3.02,269.42,"1,178.63",92.02,474.45,61342.0535,1,0.25%
3.091,20,Mar,2015,20/03/2015,5,3.02,269.42,"1,178.63",92.02,474.45,61394.45744,1,0.25%
3.08,23,Mar,2015,23/03/2015,1,3.02,269.42,"1,178.63",92.02,474.45,61163.03434,1,0.25%
3.075,24,Mar,2015,24/03/2015,2,3.02,269.42,"1,178.63",92.02,474.45,61214.67042,1,0.25%
3.066,25,Mar,2015,25/03/2015,3,3.02,269.42,"1,178.63",92.02,474.45,61149.28478,1,0.25%
3.077,26,Mar,2015,26/03/2015,4,3.02,269.42,"1,178.63",92.02,474.45,61123.9791,1,0.25%
3.091,27,Mar,2015,27/03/2015,5,3.02,269.42,"1,178.63",92.02,474.45,61730.78228,1,0.25%
3.096,30,Mar,2015,30/03/2015,1,3.02,269.42,"1,178.63",92.02,474.45,61375.68604,1,0.25%
3.097,31,Mar,2015,31/03/2015,2,3.02,269.42,"1,178.63",92.02,474.45,61323.23995,1,0.25%
3.095,1,Abr,2015,01/04/2015,3,3.02,273.9,"1,197.96",99.99,486.12,61360.26151,0,0.25%
3.095,2,Abr,2015,02/04/2015,4,3.02,273.9,"1,197.96",99.99,486.12,61360.26151,0,0.25%
3.095,3,Abr,2015,03/04/2015,5,3.02,273.9,"1,197.96",99.99,486.12,61360.26151,0,0.25%
3.093,6,Abr,2015,06/04/2015,1,3.02,273.9,"1,197.96",99.99,486.12,61417.76748,0,0.25%
3.099,7,Abr,2015,07/04/2015,2,3.02,273.9,"1,197.96",99.99,486.12,61484.5308,0,0.25%
3.104,8,Abr,2015,08/04/2015,3,3.02,273.9,"1,197.96",99.99,486.12,61669.58749,0,0.25%
3.113,9,Abr,2015,09/04/2015,4,3.02,273.9,"1,197.96",99.99,486.12,61755.56785,0,0.25%
3.123,10,Abr,2015,10/04/2015,5,3.02,273.9,"1,197.96",99.99,486.12,61935.51333,0,0.25%
3.125,13,Abr,2015,13/04/2015,1,3.02,273.9,"1,197.96",99.99,486.12,61938.09329,0,0.25%
3.12,14,Abr,2015,14/04/2015,2,3.02,273.9,"1,197.96",99.99,486.12,61950.91113,0,0.25%
3.125,15,Abr,2015,15/04/2015,3,3.02,273.9,"1,197.96",99.99,486.12,62211.14133,0,0.25%
3.125,16,Abr,2015,16/04/2015,4,3.02,273.9,"1,197.96",99.99,486.12,62233.82384,0,0.25%
3.127,17,Abr,2015,17/04/2015,5,3.02,273.9,"1,197.96",99.99,486.12,62213.14652,0,0.25%
3.132,20,Abr,2015,20/04/2015,1,3.02,273.9,"1,197.96",99.99,486.12,62172.07263,0,0.25%
3.132,21,Abr,2015,21/04/2015,2,3.02,273.9,"1,197.96",99.99,486.12,62102.3891,0,0.25%
3.134,22,Abr,2015,22/04/2015,3,3.02,273.9,"1,197.96",99.99,486.12,62071.35111,0,0.25%
3.134,23,Abr,2015,23/04/2015,4,3.02,273.9,"1,197.96",99.99,486.12,61936.18121,0,0.25%
3.136,24,Abr,2015,24/04/2015,5,3.02,273.9,"1,197.96",99.99,486.12,61970.72646,0,0.25%
3.135,27,Abr,2015,27/04/2015,1,3.02,273.9,"1,197.96",99.99,486.12,61936.22222,0,0.25%
3.128,28,Abr,2015,28/04/2015,2,3.02,273.9,"1,197.96",99.99,486.12,61775.57626,0,0.25%
3.122,29,Abr,2015,29/04/2015,3,3.02,273.9,"1,197.96",99.99,486.12,61636.33404,0,0.25%
3.127,30,Abr,2015,30/04/2015,4,3.02,273.9,"1,197.96",99.99,486.12,61626.85287,0,0.25%
3.127,1,May,2015,01/05/2015,5,3.37,285.48,"1,198.19",103.43,479.87,61626.85287,0,0.25%
3.138,4,May,2015,04/05/2015,1,3.37,285.48,"1,198.19",103.43,479.87,61500.88683,0,0.25%
3.148,5,May,2015,05/05/2015,2,3.37,285.48,"1,198.19",103.43,479.87,61518.14879,0,0.25%
3.145,6,May,2015,06/05/2015,3,3.37,285.48,"1,198.19",103.43,479.87,61659.50217,0,0.25%
3.153,7,May,2015,07/05/2015,4,3.37,285.48,"1,198.19",103.43,479.87,61591.94088,0,0.25%
3.15,8,May,2015,08/05/2015,5,3.37,285.48,"1,198.19",103.43,479.87,61664.05403,0,0.25%
3.154,11,May,2015,11/05/2015,1,3.37,285.48,"1,198.19",103.43,479.87,61074.26613,0,0.25%
3.153,12,May,2015,12/05/2015,2,3.37,285.48,"1,198.19",103.43,479.87,61194.13876,0,0.25%
3.153,13,May,2015,13/05/2015,3,3.37,285.48,"1,198.19",103.43,479.87,61281.59293,0,0.25%
3.151,14,May,2015,14/05/2015,4,3.37,285.48,"1,198.19",103.43,479.87,61322.88799,0,0.25%
3.148,15,May,2015,15/05/2015,5,3.37,285.48,"1,198.19",103.43,479.87,61285.83311,0,0.25%
3.151,18,May,2015,18/05/2015,1,3.37,285.48,"1,198.19",103.43,479.87,61132.55616,0,0.25%
3.155,19,May,2015,19/05/2015,2,3.37,285.48,"1,198.19",103.43,479.87,60986.00176,0,0.25%
3.158,20,May,2015,20/05/2015,3,3.37,285.48,"1,198.19",103.43,479.87,60771.57494,0,0.25%
3.151,21,May,2015,21/05/2015,4,3.37,285.48,"1,198.19",103.43,479.87,60792.28347,0,0.25%
3.148,22,May,2015,22/05/2015,5,3.37,285.48,"1,198.19",103.43,479.87,60504.16298,0,0.25%
3.151,25,May,2015,25/05/2015,1,3.37,285.48,"1,198.19",103.43,479.87,60501.76082,0,0.25%
3.155,26,May,2015,26/05/2015,2,3.37,285.48,"1,198.19",103.43,479.87,60336.95866,0,0.25%
3.156,27,May,2015,27/05/2015,3,3.37,285.48,"1,198.19",103.43,479.87,60185.24409,0,0.25%
3.158,28,May,2015,28/05/2015,4,3.37,285.48,"1,198.19",103.43,479.87,60220.80027,0,0.25%
3.158,29,May,2015,29/05/2015,5,3.37,285.48,"1,198.19",103.43,479.87,60413.11781,0,0.25%
3.158,1,Jun,2015,01/06/2015,1,3.54,264.58,"1,181.50",94.44,481.04,60147.5249,0,0.25%
3.157,2,Jun,2015,02/06/2015,2,3.54,264.58,"1,181.50",94.44,481.04,60177.15077,0,0.25%
3.154,3,Jun,2015,03/06/2015,3,3.54,264.58,"1,181.50",94.44,481.04,60353.64881,0,0.25%
3.149,4,Jun,2015,04/06/2015,4,3.54,264.58,"1,181.50",94.44,481.04,60524.0659,0,0.25%
3.153,5,Jun,2015,05/06/2015,5,3.54,264.58,"1,181.50",94.44,481.04,60458.36998,0,0.25%
3.154,8,Jun,2015,08/06/2015,1,3.54,264.58,"1,181.50",94.44,481.04,60547.22639,0,0.25%
3.153,9,Jun,2015,09/06/2015,2,3.54,264.58,"1,181.50",94.44,481.04,60501.08714,0,0.25%
3.154,10,Jun,2015,10/06/2015,3,3.54,264.58,"1,181.50",94.44,481.04,60631.45248,0,0.25%
3.155,11,Jun,2015,11/06/2015,4,3.54,264.58,"1,181.50",94.44,481.04,60488.4387,0,0.25%
3.156,12,Jun,2015,12/06/2015,5,3.54,264.58,"1,181.50",94.44,481.04,60354.82337,0,0.25%
3.158,15,Jun,2015,15/06/2015,1,3.54,264.58,"1,181.50",94.44,481.04,60280.37289,0,0.25%
3.162,16,Jun,2015,16/06/2015,2,3.54,264.58,"1,181.50",94.44,481.04,60250.20764,0,0.25%
3.165,17,Jun,2015,17/06/2015,3,3.54,264.58,"1,181.50",94.44,481.04,60122.52524,0,0.25%
3.163,18,Jun,2015,18/06/2015,4,3.54,264.58,"1,181.50",94.44,481.04,60072.61989,0,0.25%
3.167,19,Jun,2015,19/06/2015,5,3.54,264.58,"1,181.50",94.44,481.04,60075.81232,0,0.25%
3.174,22,Jun,2015,22/06/2015,1,3.54,264.58,"1,181.50",94.44,481.04,59988.63146,0,0.25%
3.18,23,Jun,2015,23/06/2015,2,3.54,264.58,"1,181.50",94.44,481.04,60125.8061,0,0.25%
3.177,24,Jun,2015,24/06/2015,3,3.54,264.58,"1,181.50",94.44,481.04,60250.2447,0,0.25%
3.17,25,Jun,2015,25/06/2015,4,3.54,264.58,"1,181.50",94.44,481.04,60105.89393,0,0.25%
3.173,26,Jun,2015,26/06/2015,5,3.54,264.58,"1,181.50",94.44,481.04,59947.43124,0,0.25%
3.173,29,Jun,2015,29/06/2015,1,3.54,264.58,"1,181.50",94.44,481.04,59947.43124,0,0.25%
3.179,30,Jun,2015,30/06/2015,2,3.54,264.58,"1,181.50",94.44,481.04,60017.21489,0,0.25%
3.179,1,Jul,2015,01/07/2015,3,3.56,247.51,"1,130.04",90.75,489.41,59770.31558,0,0.25%
3.175,2,Jul,2015,02/07/2015,4,3.56,247.51,"1,130.04",90.75,489.41,60042.53217,0,0.25%
3.174,3,Jul,2015,03/07/2015,5,3.56,247.51,"1,130.04",90.75,489.41,60031.20825,0,0.25%
3.178,6,Jul,2015,06/07/2015,1,3.56,247.51,"1,130.04",90.75,489.41,59911.0751,0,0.25%
3.182,7,Jul,2015,07/07/2015,2,3.56,247.51,"1,130.04",90.75,489.41,59968.97628,0,0.25%
3.187,8,Jul,2015,08/07/2015,3,3.56,247.51,"1,130.04",90.75,489.41,59876.33527,0,0.25%
3.182,9,Jul,2015,09/07/2015,4,3.56,247.51,"1,130.04",90.75,489.41,59786.33242,0,0.25%
3.179,10,Jul,2015,10/07/2015,5,3.56,247.51,"1,130.04",90.75,489.41,59844.17612,0,0.25%
3.178,13,Jul,2015,13/07/2015,1,3.56,247.51,"1,130.04",90.75,489.41,60003.19038,0,0.25%
3.179,14,Jul,2015,14/07/2015,2,3.56,247.51,"1,130.04",90.75,489.41,59951.79657,0,0.25%
3.182,15,Jul,2015,15/07/2015,3,3.56,247.51,"1,130.04",90.75,489.41,59730.5932,0,0.25%
3.179,16,Jul,2015,16/07/2015,4,3.56,247.51,"1,130.04",90.75,489.41,59690.20206,0,0.25%
3.182,17,Jul,2015,17/07/2015,5,3.56,247.51,"1,130.04",90.75,489.41,59682.79319,0,0.25%
3.186,20,Jul,2015,20/07/2015,1,3.56,247.51,"1,130.04",90.75,489.41,59517.16844,0,0.25%
3.182,21,Jul,2015,21/07/2015,2,3.56,247.51,"1,130.04",90.75,489.41,59481.02135,0,0.25%
3.187,22,Jul,2015,22/07/2015,3,3.56,247.51,"1,130.04",90.75,489.41,59515.69558,0,0.25%
3.191,23,Jul,2015,23/07/2015,4,3.56,247.51,"1,130.04",90.75,489.41,59460.96737,0,0.25%
3.191,24,Jul,2015,24/07/2015,5,3.56,247.51,"1,130.04",90.75,489.41,59267.82674,0,0.25%
3.191,27,Jul,2015,27/07/2015,1,3.56,247.51,"1,130.04",90.75,489.41,59267.82674,0,0.25%
3.191,28,Jul,2015,28/07/2015,2,3.56,247.51,"1,130.04",90.75,489.41,59267.82674,0,0.25%
3.191,29,Jul,2015,29/07/2015,3,3.56,247.51,"1,130.04",90.75,489.41,59267.82674,0,0.25%
3.193,30,Jul,2015,30/07/2015,4,3.56,247.51,"1,130.04",90.75,489.41,59307.61831,0,0.25%
3.192,31,Jul,2015,31/07/2015,5,3.56,247.51,"1,130.04",90.75,489.41,59733.7865,0,0.25%
3.193,3,Ago,2015,03/08/2015,1,4.04,232.61,"1,118.31",81.99,477.18,59783.88513,0,0.25%
3.194,4,Ago,2015,04/08/2015,2,4.04,232.61,"1,118.31",81.99,477.18,59902.77156,0,0.25%
3.202,5,Ago,2015,05/08/2015,3,4.04,232.61,"1,118.31",81.99,477.18,59883.55603,0,0.25%
3.205,6,Ago,2015,06/08/2015,4,4.04,232.61,"1,118.31",81.99,477.18,59907.31651,0,0.25%
3.203,7,Ago,2015,07/08/2015,5,4.04,232.61,"1,118.31",81.99,477.18,59864.87666,0,0.25%
3.201,10,Ago,2015,10/08/2015,1,4.04,232.61,"1,118.31",81.99,477.18,59910.30316,0,0.25%
3.216,11,Ago,2015,11/08/2015,2,4.04,232.61,"1,118.31",81.99,477.18,59908.74252,0,0.25%
3.229,12,Ago,2015,12/08/2015,3,4.04,232.61,"1,118.31",81.99,477.18,59917.02565,0,0.25%
3.233,13,Ago,2015,13/08/2015,4,4.04,232.61,"1,118.31",81.99,477.18,59490.96064,0,0.25%
3.239,14,Ago,2015,14/08/2015,5,4.04,232.61,"1,118.31",81.99,477.18,59482.70686,0,0.25%
3.245,17,Ago,2015,17/08/2015,1,4.04,232.61,"1,118.31",81.99,477.18,59477.44744,0,0.25%
3.249,18,Ago,2015,18/08/2015,2,4.04,232.61,"1,118.31",81.99,477.18,59389.80506,0,0.25%
3.254,19,Ago,2015,19/08/2015,3,4.04,232.61,"1,118.31",81.99,477.18,59775.05782,0,0.25%
3.265,20,Ago,2015,20/08/2015,4,4.04,232.61,"1,118.31",81.99,477.18,59996.17716,0,0.25%
3.274,21,Ago,2015,21/08/2015,5,4.04,232.61,"1,118.31",81.99,477.18,60254.88426,0,0.25%
3.279,24,Ago,2015,24/08/2015,1,4.04,232.61,"1,118.31",81.99,477.18,60176.98031,0,0.25%
3.281,25,Ago,2015,25/08/2015,2,4.04,232.61,"1,118.31",81.99,477.18,61254.70617,0,0.25%
3.305,26,Ago,2015,26/08/2015,3,4.04,232.61,"1,118.31",81.99,477.18,60796.7849,0,0.25%
3.281,27,Ago,2015,27/08/2015,4,4.04,232.61,"1,118.31",81.99,477.18,60590.16527,0,0.25%
3.255,28,Ago,2015,28/08/2015,5,4.04,232.61,"1,118.31",81.99,477.18,60765.98022,0,0.25%
3.237,31,Ago,2015,31/08/2015,1,4.04,232.61,"1,118.31",81.99,477.18,60612.67381,0,0.25%
3.247,1,Set,2015,01/09/2015,2,3.9,236.65,"1,124.53",78.03,477.18,60655.56985,1,0.25%
3.255,2,Set,2015,02/09/2015,3,3.9,236.65,"1,124.53",78.03,477.18,60618.48392,1,0.25%
3.231,3,Set,2015,03/09/2015,4,3.9,236.65,"1,124.53",78.03,477.18,61364.01366,1,0.25%
3.215,4,Set,2015,04/09/2015,5,3.9,236.65,"1,124.53",78.03,477.18,61422.53698,1,0.25%
3.227,7,Set,2015,07/09/2015,1,3.9,236.65,"1,124.53",78.03,477.18,61423.34206,1,0.25%
3.226,8,Set,2015,08/09/2015,2,3.9,236.65,"1,124.53",78.03,477.18,61359.18302,1,0.25%
3.221,9,Set,2015,09/09/2015,3,3.9,236.65,"1,124.53",78.03,477.18,61273.44873,1,0.25%
3.221,10,Set,2015,10/09/2015,4,3.9,236.65,"1,124.53",78.03,477.18,61411.76583,1,0.25%
3.214,11,Set,2015,11/09/2015,5,3.9,236.65,"1,124.53",78.03,477.18,61865.76547,1,0.25%
3.208,14,Set,2015,14/09/2015,1,3.9,236.65,"1,124.53",78.03,477.18,62155.56948,1,0.25%
3.21,15,Set,2015,15/09/2015,2,3.9,236.65,"1,124.53",78.03,477.18,62417.22978,1,0.25%
3.208,16,Set,2015,16/09/2015,3,3.9,236.65,"1,124.53",78.03,477.18,62359.21876,1,0.25%
3.197,17,Set,2015,17/09/2015,4,3.9,236.65,"1,124.53",78.03,477.18,62409.91178,1,0.25%
3.195,18,Set,2015,18/09/2015,5,3.9,236.65,"1,124.53",78.03,477.18,62390.76571,1,0.25%
3.195,21,Set,2015,21/09/2015,1,3.9,236.65,"1,124.53",78.03,477.18,62503.89275,1,0.25%
3.212,22,Set,2015,22/09/2015,2,3.9,236.65,"1,124.53",78.03,477.18,62304.0874,1,0.25%
3.224,23,Set,2015,23/09/2015,3,3.9,236.65,"1,124.53",78.03,477.18,62388.06045,1,0.25%
3.227,24,Set,2015,24/09/2015,4,3.9,236.65,"1,124.53",78.03,477.18,62462.59156,1,0.25%
3.222,25,Set,2015,25/09/2015,5,3.9,236.65,"1,124.53",78.03,477.18,62589.79414,1,0.25%
3.234,28,Set,2015,28/09/2015,1,3.9,236.65,"1,124.53",78.03,477.18,62152.85489,1,0.25%
3.239,29,Set,2015,29/09/2015,2,3.9,236.65,"1,124.53",78.03,477.18,61651.5867,1,0.25%
3.223,30,Set,2015,30/09/2015,3,3.9,236.65,"1,124.53",78.03,477.18,61439.46958,1,0.25%
3.231,1,Oct,2015,01/10/2015,4,3.66,236.6,"1,159.25",78.21,496.81,61053.01432,0,0.25%
3.227,2,Oct,2015,02/10/2015,5,3.66,236.6,"1,159.25",78.21,496.81,61383.14981,0,0.25%
3.218,5,Oct,2015,05/10/2015,1,3.66,236.6,"1,159.25",78.21,496.81,61737.01579,0,0.25%
3.223,6,Oct,2015,06/10/2015,2,3.66,236.6,"1,159.25",78.21,496.81,61799.52184,0,0.25%
3.221,7,Oct,2015,07/10/2015,3,3.66,236.6,"1,159.25",78.21,496.81,61822.48495,0,0.25%
3.221,8,Oct,2015,08/10/2015,4,3.66,236.6,"1,159.25",78.21,496.81,61822.48495,0,0.25%
3.221,9,Oct,2015,09/10/2015,5,3.66,236.6,"1,159.25",78.21,496.81,61822.48495,0,0.25%
3.229,12,Oct,2015,12/10/2015,1,3.66,236.6,"1,159.25",78.21,496.81,61864.58124,0,0.25%
3.236,13,Oct,2015,13/10/2015,2,3.66,236.6,"1,159.25",78.21,496.81,61736.02477,0,0.25%
3.242,14,Oct,2015,14/10/2015,3,3.66,236.6,"1,159.25",78.21,496.81,62097.95938,0,0.25%
3.236,15,Oct,2015,15/10/2015,4,3.66,236.6,"1,159.25",78.21,496.81,62382.51221,0,0.25%
3.242,16,Oct,2015,16/10/2015,5,3.66,236.6,"1,159.25",78.21,496.81,62451.40669,0,0.25%
3.253,19,Oct,2015,19/10/2015,1,3.66,236.6,"1,159.25",78.21,496.81,62442.14721,0,0.25%
3.258,20,Oct,2015,20/10/2015,2,3.66,236.6,"1,159.25",78.21,496.81,62483.016,0,0.25%
3.262,21,Oct,2015,21/10/2015,3,3.66,236.6,"1,159.25",78.21,496.81,62658.28558,0,0.25%
3.257,22,Oct,2015,22/10/2015,4,3.66,236.6,"1,159.25",78.21,496.81,62706.42176,0,0.25%
3.267,23,Oct,2015,23/10/2015,5,3.66,236.6,"1,159.25",78.21,496.81,62708.98897,0,0.25%
3.27,26,Oct,2015,26/10/2015,1,3.66,236.6,"1,159.25",78.21,496.81,62624.71504,0,0.25%
3.28,27,Oct,2015,27/10/2015,2,3.66,236.6,"1,159.25",78.21,496.81,62345.22941,0,0.25%
3.279,28,Oct,2015,28/10/2015,3,3.66,236.6,"1,159.25",78.21,496.81,62463.81777,0,0.25%
3.288,29,Oct,2015,29/10/2015,4,3.66,236.6,"1,159.25",78.21,496.81,62346.48884,0,0.25%
3.287,30,Oct,2015,30/10/2015,5,3.66,236.6,"1,159.25",78.21,496.81,62171.67329,0,0.25%
3.287,2,Nov,2015,02/11/2015,1,4.17,217.72,"1,085.70",71.82,489.32,61983.97547,0,0.25%
3.287,3,Nov,2015,03/11/2015,2,4.17,217.72,"1,085.70",71.82,489.32,63117.91772,0,0.25%
3.29,4,Nov,2015,04/11/2015,3,4.17,217.72,"1,085.70",71.82,489.32,62939.44833,0,0.25%
3.302,5,Nov,2015,05/11/2015,4,4.17,217.72,"1,085.70",71.82,489.32,62914.51774,0,0.25%
3.315,6,Nov,2015,06/11/2015,5,4.17,217.72,"1,085.70",71.82,489.32,62071.70242,0,0.25%
3.31,9,Nov,2015,09/11/2015,1,4.17,217.72,"1,085.70",71.82,489.32,62736.15301,0,0.25%
3.314,10,Nov,2015,10/11/2015,2,4.17,217.72,"1,085.70",71.82,489.32,62856.40313,0,0.25%
3.316,11,Nov,2015,11/11/2015,3,4.17,217.72,"1,085.70",71.82,489.32,62861.27719,0,0.25%
3.323,12,Nov,2015,12/11/2015,4,4.17,217.72,"1,085.70",71.82,489.32,62841.49291,0,0.25%
3.332,13,Nov,2015,13/11/2015,5,4.17,217.72,"1,085.70",71.82,489.32,62769.88833,0,0.25%
3.343,16,Nov,2015,16/11/2015,1,4.17,217.72,"1,085.70",71.82,489.32,62713.37337,0,0.25%
3.346,17,Nov,2015,17/11/2015,2,4.17,217.72,"1,085.70",71.82,489.32,62594.60821,0,0.25%
3.357,18,Nov,2015,18/11/2015,3,4.17,217.72,"1,085.70",71.82,489.32,62495.06314,0,0.25%
3.356,19,Nov,2015,19/11/2015,4,4.17,217.72,"1,085.70",71.82,489.32,62519.65109,0,0.25%
3.36,20,Nov,2015,20/11/2015,5,4.17,217.72,"1,085.70",71.82,489.32,62352.50869,0,0.25%
3.376,23,Nov,2015,23/11/2015,1,4.17,217.72,"1,085.70",71.82,489.32,62357.57729,0,0.25%
3.377,24,Nov,2015,24/11/2015,2,4.17,217.72,"1,085.70",71.82,489.32,62456.25436,0,0.25%
3.385,25,Nov,2015,25/11/2015,3,4.17,217.72,"1,085.70",71.82,489.32,62424.45596,0,0.25%
3.379,26,Nov,2015,26/11/2015,4,4.17,217.72,"1,085.70",71.82,489.32,62421.70082,0,0.25%
3.378,27,Nov,2015,27/11/2015,5,4.17,217.72,"1,085.70",71.82,489.32,62397.70155,0,0.25%
3.376,30,Nov,2015,30/11/2015,1,4.17,217.72,"1,085.70",71.82,489.32,62196.47557,0,0.25%
3.377,1,Dic,2015,01/12/2015,2,4.4,210.62,"1,068.47",69.32,543.21,62189.8025,1,0.50%
3.373,2,Dic,2015,02/12/2015,3,4.4,210.62,"1,068.47",69.32,543.21,62165.31886,1,0.50%
