Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU
3.24,14,Set,2017,14/09/2017,4,2.94,298.34,"1,314.98",141.38,519.17,63305.71043,1,1.25%
3.248,15,Set,2017,15/09/2017,5,2.94,298.34,"1,314.98",141.38,519.17,63302.8142,1,1.25%
3.249,18,Set,2017,18/09/2017,1,2.94,298.34,"1,314.98",141.38,519.17,63894.02171,1,1.25%
3.245,19,Set,2017,19/09/2017,2,2.94,298.34,"1,314.98",141.38,519.17,63834.65632,1,1.25%
3.245,20,Set,2017,20/09/2017,3,2.94,298.34,"1,314.98",141.38,519.17,63900.12041,1,1.25%
3.25,21,Set,2017,21/09/2017,4,2.94,298.34,"1,314.98",141.38,519.17,63984.919,1,1.25%
3.248,22,Set,2017,22/09/2017,5,2.94,298.34,"1,314.98",141.38,519.17,64099.4101,1,1.25%
3.255,25,Set,2017,25/09/2017,1,2.94,298.34,"1,314.98",141.38,519.17,64388.92282,1,1.25%
3.271,26,Set,2017,26/09/2017,2,2.94,298.34,"1,314.98",141.38,519.17,64565.90131,1,1.25%
3.276,27,Set,2017,27/09/2017,3,2.94,298.34,"1,314.98",141.38,519.17,64382.51926,1,1.25%
3.27,28,Set,2017,28/09/2017,4,2.94,298.34,"1,314.98",141.38,519.17,64414.72986,1,1.25%
3.267,29,Set,2017,29/09/2017,5,2.94,298.34,"1,314.98",141.38,519.17,64359.67875,1,1.25%
3.271,2,Oct,2017,02/10/2017,1,2.04,308.79,"1,279.51",148.08,525.97,64343.09004,0,1.25%
3.268,3,Oct,2017,03/10/2017,2,2.04,308.79,"1,279.51",148.08,525.97,64281.84845,0,1.25%
3.26,4,Oct,2017,04/10/2017,3,2.04,308.79,"1,279.51",148.08,525.97,64012.47592,0,1.25%
3.256,5,Oct,2017,05/10/2017,4,2.04,308.79,"1,279.51",148.08,525.97,63702.66772,0,1.25%
3.268,6,Oct,2017,06/10/2017,5,2.04,308.79,"1,279.51",148.08,525.97,63884.2929,0,1.25%
3.273,9,Oct,2017,09/10/2017,1,2.04,308.79,"1,279.51",148.08,525.97,63901.01487,0,1.25%
3.267,10,Oct,2017,10/10/2017,2,2.04,308.79,"1,279.51",148.08,525.97,64049.96743,0,1.25%
3.262,11,Oct,2017,11/10/2017,3,2.04,308.79,"1,279.51",148.08,525.97,64041.64503,0,1.25%
3.256,12,Oct,2017,12/10/2017,4,2.04,308.79,"1,279.51",148.08,525.97,63964.44481,0,1.25%
3.251,13,Oct,2017,13/10/2017,5,2.04,308.79,"1,279.51",148.08,525.97,63740.41434,0,1.25%
3.247,16,Oct,2017,16/10/2017,1,2.04,308.79,"1,279.51",148.08,525.97,63745.0032,0,1.25%
3.246,17,Oct,2017,17/10/2017,2,2.04,308.79,"1,279.51",148.08,525.97,64238.12085,0,1.25%
3.244,18,Oct,2017,18/10/2017,3,2.04,308.79,"1,279.51",148.08,525.97,64230.52948,0,1.25%
3.237,19,Oct,2017,19/10/2017,4,2.04,308.79,"1,279.51",148.08,525.97,63549.49129,0,1.25%
3.24,20,Oct,2017,20/10/2017,5,2.04,308.79,"1,279.51",148.08,525.97,63757.29803,0,1.25%
3.241,23,Oct,2017,23/10/2017,1,2.04,308.79,"1,279.51",148.08,525.97,63847.5083,0,1.25%
3.242,24,Oct,2017,24/10/2017,2,2.04,308.79,"1,279.51",148.08,525.97,64036.18833,0,1.25%
3.235,25,Oct,2017,25/10/2017,3,2.04,308.79,"1,279.51",148.08,525.97,63794.69758,0,1.25%
3.239,26,Oct,2017,26/10/2017,4,2.04,308.79,"1,279.51",148.08,525.97,63788.71203,0,1.25%
3.248,27,Oct,2017,27/10/2017,5,2.04,308.79,"1,279.51",148.08,525.97,63805.42251,0,1.25%
3.253,30,Oct,2017,30/10/2017,1,2.04,308.79,"1,279.51",148.08,525.97,63531.10039,0,1.25%
3.25,31,Oct,2017,31/10/2017,2,2.04,308.79,"1,279.51",148.08,525.97,63560.26895,0,1.25%
3.25,1,Nov,2017,01/11/2017,3,1.54,309.65,"1,282.28",146.48,516.82,63560.26895,0,1.25%
3.244,2,Nov,2017,02/11/2017,4,1.54,309.65,"1,282.28",146.48,516.82,64113.54711,0,1.25%
3.246,3,Nov,2017,03/11/2017,5,1.54,309.65,"1,282.28",146.48,516.82,64045.52866,0,1.25%
3.242,6,Nov,2017,06/11/2017,1,1.54,309.65,"1,282.28",146.48,516.82,63991.45768,0,1.25%
3.243,7,Nov,2017,07/11/2017,2,1.54,309.65,"1,282.28",146.48,516.82,63968.84512,0,1.25%
3.244,8,Nov,2017,08/11/2017,3,1.54,309.65,"1,282.28",146.48,516.82,63891.83324,0,1.25%
3.246,9,Nov,2017,09/11/2017,4,1.54,309.65,"1,282.28",146.48,516.82,63860.53461,0,1.25%
3.243,10,Nov,2017,10/11/2017,5,1.54,309.65,"1,282.28",146.48,516.82,64299.00046,0,1.25%
3.244,13,Nov,2017,13/11/2017,1,1.54,309.65,"1,282.28",146.48,516.82,64321.96081,0,1.25%
3.243,14,Nov,2017,14/11/2017,2,1.54,309.65,"1,282.28",146.48,516.82,63978.89173,0,1.25%
3.25,15,Nov,2017,15/11/2017,3,1.54,309.65,"1,282.28",146.48,516.82,63839.57232,0,1.25%
3.252,16,Nov,2017,16/11/2017,4,1.54,309.65,"1,282.28",146.48,516.82,63777.51513,0,1.25%
3.246,17,Nov,2017,17/11/2017,5,1.54,309.65,"1,282.28",146.48,516.82,63808.72107,0,1.25%
3.244,20,Nov,2017,20/11/2017,1,1.54,309.65,"1,282.28",146.48,516.82,63594.09662,0,1.25%
3.236,21,Nov,2017,21/11/2017,2,1.54,309.65,"1,282.28",146.48,516.82,63758.32336,0,1.25%
3.241,22,Nov,2017,22/11/2017,3,1.54,309.65,"1,282.28",146.48,516.82,63273.68583,0,1.25%
3.241,23,Nov,2017,23/11/2017,4,1.54,309.65,"1,282.28",146.48,516.82,63266.82216,0,1.25%
3.24,24,Nov,2017,24/11/2017,5,1.54,309.65,"1,282.28",146.48,516.82,63127.83704,0,1.25%
3.238,27,Nov,2017,27/11/2017,1,1.54,309.65,"1,282.28",146.48,516.82,63154.48903,0,1.25%
3.237,28,Nov,2017,28/11/2017,2,1.54,309.65,"1,282.28",146.48,516.82,63205.91025,0,1.25%
3.234,29,Nov,2017,29/11/2017,3,1.54,309.65,"1,282.28",146.48,516.82,63136.84303,0,1.25%
3.235,30,Nov,2017,30/11/2017,4,1.54,309.65,"1,282.28",146.48,516.82,62983.00503,0,1.25%
3.234,1,Dic,2017,01/12/2017,5,1.36,311.07,"1,263.90",145.27,570.09,63054.93823,1,1.50%
3.237,4,Dic,2017,04/12/2017,1,1.36,311.07,"1,263.90",145.27,570.09,63159.77758,1,1.50%
3.236,5,Dic,2017,05/12/2017,2,1.36,311.07,"1,263.90",145.27,570.09,63156.93618,1,1.50%
3.238,6,Dic,2017,06/12/2017,3,1.36,311.07,"1,263.90",145.27,570.09,63210.88069,1,1.50%
3.238,7,Dic,2017,07/12/2017,4,1.36,311.07,"1,263.90",145.27,570.09,63333.94624,1,1.50%
3.238,8,Dic,2017,08/12/2017,5,1.36,311.07,"1,263.90",145.27,570.09,63333.94624,1,1.50%
3.238,11,Dic,2017,11/12/2017,1,1.36,311.07,"1,263.90",145.27,570.09,63310.80715,1,1.50%
3.236,12,Dic,2017,12/12/2017,2,1.36,311.07,"1,263.90",145.27,570.09,63532.66905,1,1.50%
3.233,13,Dic,2017,13/12/2017,3,1.36,311.07,"1,263.90",145.27,570.09,63604.47893,1,1.50%
3.244,14,Dic,2017,14/12/2017,4,1.36,311.07,"1,263.90",145.27,570.09,63499.13883,1,1.50%
3.262,15,Dic,2017,15/12/2017,5,1.36,311.07,"1,263.90",145.27,570.09,63419.81197,1,1.50%
3.292,18,Dic,2017,18/12/2017,1,1.36,311.07,"1,263.90",145.27,570.09,63267.71975,1,1.50%
3.269,19,Dic,2017,19/12/2017,2,1.36,311.07,"1,263.90",145.27,570.09,63312.77474,1,1.50%
3.276,20,Dic,2017,20/12/2017,3,1.36,311.07,"1,263.90",145.27,570.09,63028.33835,1,1.50%
3.268,21,Dic,2017,21/12/2017,4,1.36,311.07,"1,263.90",145.27,570.09,63086.45634,1,1.50%
3.241,22,Dic,2017,22/12/2017,5,1.36,311.07,"1,263.90",145.27,570.09,63312.52772,1,1.50%
3.241,25,Dic,2017,25/12/2017,1,1.36,311.07,"1,263.90",145.27,570.09,63312.52772,1,1.50%
3.243,26,Dic,2017,26/12/2017,2,1.36,311.07,"1,263.90",145.27,570.09,63429.69414,1,1.50%
3.244,27,Dic,2017,27/12/2017,3,1.36,311.07,"1,263.90",145.27,570.09,63732.82748,1,1.50%
3.244,28,Dic,2017,28/12/2017,4,1.36,311.07,"1,263.90",145.27,570.09,63973.51955,1,1.50%
3.245,29,Dic,2017,29/12/2017,5,1.36,311.07,"1,263.90",145.27,570.09,63621.04793,1,1.50%
3.245,1,Ene,2018,01/01/2018,1,1.25,320.78,"1,330.14",155.9,494.67,63621.04793,0,1.50%
3.245,2,Ene,2018,02/01/2018,2,1.25,320.78,"1,330.14",155.9,494.67,63621.04793,0,1.50%
3.23,3,Ene,2018,03/01/2018,3,1.25,320.78,"1,330.14",155.9,494.67,63861.62281,0,1.50%
3.208,4,Ene,2018,04/01/2018,4,1.25,320.78,"1,330.14",155.9,494.67,63864.63876,0,1.50%
3.215,5,Ene,2018,05/01/2018,5,1.25,320.78,"1,330.14",155.9,494.67,64026.51745,0,1.50%
3.219,8,Ene,2018,08/01/2018,1,1.25,320.78,"1,330.14",155.9,494.67,63821.2266,0,1.50%
3.22,9,Ene,2018,09/01/2018,2,1.25,320.78,"1,330.14",155.9,494.67,64163.40993,0,1.50%
3.22,10,Ene,2018,10/01/2018,3,1.25,320.78,"1,330.14",155.9,494.67,64217.90803,0,1.50%
3.218,11,Ene,2018,11/01/2018,4,1.25,320.78,"1,330.14",155.9,494.67,64158.23507,0,1.50%
3.217,12,Ene,2018,12/01/2018,5,1.25,320.78,"1,330.14",155.9,494.67,64202.92202,0,1.50%
3.216,15,Ene,2018,15/01/2018,1,1.25,320.78,"1,330.14",155.9,494.67,64211.25214,0,1.50%
3.217,16,Ene,2018,16/01/2018,2,1.25,320.78,"1,330.14",155.9,494.67,64198.39366,0,1.50%
3.212,17,Ene,2018,17/01/2018,3,1.25,320.78,"1,330.14",155.9,494.67,64279.04568,0,1.50%
3.213,18,Ene,2018,18/01/2018,4,1.25,320.78,"1,330.14",155.9,494.67,64248.18048,0,1.50%
3.217,19,Ene,2018,19/01/2018,5,1.25,320.78,"1,330.14",155.9,494.67,64216.37047,0,1.50%
3.216,22,Ene,2018,22/01/2018,1,1.25,320.78,"1,330.14",155.9,494.67,64071.56489,0,1.50%
3.219,23,Ene,2018,23/01/2018,2,1.25,320.78,"1,330.14",155.9,494.67,64191.29473,0,1.50%
3.214,24,Ene,2018,24/01/2018,3,1.25,320.78,"1,330.14",155.9,494.67,64170.98558,0,1.50%
3.21,25,Ene,2018,25/01/2018,4,1.25,320.78,"1,330.14",155.9,494.67,64053.7869,0,1.50%
3.215,26,Ene,2018,26/01/2018,5,1.25,320.78,"1,330.14",155.9,494.67,64096.61222,0,1.50%
3.219,29,Ene,2018,29/01/2018,1,1.25,320.78,"1,330.14",155.9,494.67,64493.17419,0,1.50%
3.217,30,Ene,2018,30/01/2018,2,1.25,320.78,"1,330.14",155.9,494.67,64376.89945,0,1.50%
3.217,31,Ene,2018,31/01/2018,3,1.25,320.78,"1,330.14",155.9,494.67,64289.57083,0,1.50%
3.213,1,Feb,2018,01/02/2018,4,1.18,317.81,"1,331.53",160.25,484.59,64190.53946,0,1.50%
3.218,2,Feb,2018,02/02/2018,5,1.18,317.81,"1,331.53",160.25,484.59,63932.31643,0,1.50%
3.225,5,Feb,2018,05/02/2018,1,1.18,317.81,"1,331.53",160.25,484.59,63647.74366,0,1.50%
3.251,6,Feb,2018,06/02/2018,2,1.18,317.81,"1,331.53",160.25,484.59,63386.73886,0,1.50%
3.247,7,Feb,2018,07/02/2018,3,1.18,317.81,"1,331.53",160.25,484.59,63108.00789,0,1.50%
3.254,8,Feb,2018,08/02/2018,4,1.18,317.81,"1,331.53",160.25,484.59,63021.61061,0,1.50%
3.27,9,Feb,2018,09/02/2018,5,1.18,317.81,"1,331.53",160.25,484.59,62880.46274,0,1.50%
3.265,12,Feb,2018,12/02/2018,1,1.18,317.81,"1,331.53",160.25,484.59,62897.05166,0,1.50%
3.27,13,Feb,2018,13/02/2018,2,1.18,317.81,"1,331.53",160.25,484.59,62670.85027,0,1.50%
3.27,14,Feb,2018,14/02/2018,3,1.18,317.81,"1,331.53",160.25,484.59,62541.38726,0,1.50%
3.25,15,Feb,2018,15/02/2018,4,1.18,317.81,"1,331.53",160.25,484.59,62330.4269,0,1.50%
3.243,16,Feb,2018,16/02/2018,5,1.18,317.81,"1,331.53",160.25,484.59,62139.76469,0,1.50%
3.25,19,Feb,2018,19/02/2018,1,1.18,317.81,"1,331.53",160.25,484.59,62140.84708,0,1.50%
3.253,20,Feb,2018,20/02/2018,2,1.18,317.81,"1,331.53",160.25,484.59,62107.9342,0,1.50%
3.249,21,Feb,2018,21/02/2018,3,1.18,317.81,"1,331.53",160.25,484.59,61970.89746,0,1.50%
3.251,22,Feb,2018,22/02/2018,4,1.18,317.81,"1,331.53",160.25,484.59,61893.16347,0,1.50%
3.251,23,Feb,2018,23/02/2018,5,1.18,317.81,"1,331.53",160.25,484.59,61872.50207,0,1.50%
3.25,26,Feb,2018,26/02/2018,1,1.18,317.81,"1,331.53",160.25,484.59,61933.14546,0,1.50%
3.25,27,Feb,2018,27/02/2018,2,1.18,317.81,"1,331.53",160.25,484.59,61929.03588,0,1.50%
3.261,28,Feb,2018,28/02/2018,3,1.18,317.81,"1,331.53",160.25,484.59,61884.72254,0,1.50%
3.265,1,Mar,2018,01/03/2018,4,0.36,308.16,"1,324.62",148.32,516.29,61916.68459,1,1.75%
3.259,2,Mar,2018,02/03/2018,5,0.36,308.16,"1,324.62",148.32,516.29,61914.59756,1,1.75%
3.25,5,Mar,2018,05/03/2018,1,0.36,308.16,"1,324.62",148.32,516.29,61736.40544,1,1.75%
3.252,6,Mar,2018,06/03/2018,2,0.36,308.16,"1,324.62",148.32,516.29,61854.5465,1,1.75%
3.257,7,Mar,2018,07/03/2018,3,0.36,308.16,"1,324.62",148.32,516.29,61687.59863,1,1.75%
3.256,8,Mar,2018,08/03/2018,4,0.36,308.16,"1,324.62",148.32,516.29,61636.49037,1,1.75%
3.26,9,Mar,2018,09/03/2018,5,0.36,308.16,"1,324.62",148.32,516.29,61726.83044,1,1.75%
3.259,12,Mar,2018,12/03/2018,1,0.36,308.16,"1,324.62",148.32,516.29,61469.60548,1,1.75%
3.26,13,Mar,2018,13/03/2018,2,0.36,308.16,"1,324.62",148.32,516.29,61310.06475,1,1.75%
3.261,14,Mar,2018,14/03/2018,3,0.36,308.16,"1,324.62",148.32,516.29,61420.92596,1,1.75%
3.262,15,Mar,2018,15/03/2018,4,0.36,308.16,"1,324.62",148.32,516.29,61578.78629,1,1.75%
3.268,16,Mar,2018,16/03/2018,5,0.36,308.16,"1,324.62",148.32,516.29,61463.33134,1,1.75%
3.273,19,Mar,2018,19/03/2018,1,0.36,308.16,"1,324.62",148.32,516.29,61426.81013,1,1.75%
3.269,20,Mar,2018,20/03/2018,2,0.36,308.16,"1,324.62",148.32,516.29,61768.70079,1,1.75%
3.263,21,Mar,2018,21/03/2018,3,0.36,308.16,"1,324.62",148.32,516.29,61931.02813,1,1.75%
3.243,22,Mar,2018,22/03/2018,4,0.36,308.16,"1,324.62",148.32,516.29,62942.71967,1,1.75%
3.237,23,Mar,2018,23/03/2018,5,0.36,308.16,"1,324.62",148.32,516.29,62022.32223,1,1.75%
3.219,26,Mar,2018,26/03/2018,1,0.36,308.16,"1,324.62",148.32,516.29,62035.26119,1,1.75%
3.223,27,Mar,2018,27/03/2018,2,0.36,308.16,"1,324.62",148.32,516.29,62549.94152,1,1.75%
3.229,28,Mar,2018,28/03/2018,3,0.36,308.16,"1,324.62",148.32,516.29,62032.20922,1,1.75%
3.229,29,Mar,2018,29/03/2018,4,0.36,308.16,"1,324.62",148.32,516.29,62032.20922,1,1.75%
3.229,30,Mar,2018,30/03/2018,5,0.36,308.16,"1,324.62",148.32,516.29,62032.20922,1,1.75%
3.229,2,Abr,2018,02/04/2018,1,0.48,310.41,"1,334.22",144.81,541.64,62049.3411,1,1.75%
3.226,3,Abr,2018,03/04/2018,2,0.48,310.41,"1,334.22",144.81,541.64,61778.64011,1,1.75%
3.228,4,Abr,2018,04/04/2018,3,0.48,310.41,"1,334.22",144.81,541.64,61876.05261,1,1.75%
3.228,5,Abr,2018,05/04/2018,4,0.48,310.41,"1,334.22",144.81,541.64,61400.7792,1,1.75%
3.234,6,Abr,2018,06/04/2018,5,0.48,310.41,"1,334.22",144.81,541.64,61495.1849,1,1.75%
3.239,9,Abr,2018,09/04/2018,1,0.48,310.41,"1,334.22",144.81,541.64,61243.96762,1,1.75%
3.239,10,Abr,2018,10/04/2018,2,0.48,310.41,"1,334.22",144.81,541.64,60945.91872,1,1.75%
3.239,11,Abr,2018,11/04/2018,3,0.48,310.41,"1,334.22",144.81,541.64,61045.01292,1,1.75%
3.229,12,Abr,2018,12/04/2018,4,0.48,310.41,"1,334.22",144.81,541.64,60912.17001,1,1.75%
3.229,13,Abr,2018,13/04/2018,5,0.48,310.41,"1,334.22",144.81,541.64,60912.17001,1,1.75%
3.224,16,Abr,2018,16/04/2018,1,0.48,310.41,"1,334.22",144.81,541.64,60679.26707,1,1.75%
3.221,17,Abr,2018,17/04/2018,2,0.48,310.41,"1,334.22",144.81,541.64,60921.51899,1,1.75%
3.217,18,Abr,2018,18/04/2018,3,0.48,310.41,"1,334.22",144.81,541.64,61098.71446,1,1.75%
3.221,19,Abr,2018,19/04/2018,4,0.48,310.41,"1,334.22",144.81,541.64,61053.81395,1,1.75%
3.226,20,Abr,2018,20/04/2018,5,0.48,310.41,"1,334.22",144.81,541.64,60918.02251,1,1.75%
3.23,23,Abr,2018,23/04/2018,1,0.48,310.41,"1,334.22",144.81,541.64,60925.70451,1,1.75%
3.232,24,Abr,2018,24/04/2018,2,0.48,310.41,"1,334.22",144.81,541.64,60659.2672,1,1.75%
3.242,25,Abr,2018,25/04/2018,3,0.48,310.41,"1,334.22",144.81,541.64,60528.75231,1,1.75%
3.238,26,Abr,2018,26/04/2018,4,0.48,310.41,"1,334.22",144.81,541.64,60658.15051,1,1.75%
3.241,27,Abr,2018,27/04/2018,5,0.48,310.41,"1,334.22",144.81,541.64,60179.93117,1,1.75%
3.25,30,Abr,2018,30/04/2018,1,0.48,310.41,"1,334.22",144.81,541.64,60190.45313,1,1.75%
3.25,1,May,2018,01/05/2018,2,0.48,309.6,"1,303.32",138.74,556.66,60190.45313,0,1.75%
3.268,2,May,2018,02/05/2018,3,0.48,309.6,"1,303.32",138.74,556.66,60492.8712,0,1.75%
3.276,3,May,2018,03/05/2018,4,0.48,309.6,"1,303.32",138.74,556.66,60552.85086,0,1.75%
3.272,4,May,2018,04/05/2018,5,0.48,309.6,"1,303.32",138.74,556.66,60662.88057,0,1.75%
3.279,7,May,2018,07/05/2018,1,0.48,309.6,"1,303.32",138.74,556.66,60800.26562,0,1.75%
3.288,8,May,2018,08/05/2018,2,0.48,309.6,"1,303.32",138.74,556.66,60888.94961,0,1.75%
3.293,9,May,2018,09/05/2018,3,0.48,309.6,"1,303.32",138.74,556.66,61784.27603,0,1.75%
3.279,10,May,2018,10/05/2018,4,0.48,309.6,"1,303.32",138.74,556.66,61321.45237,0,1.75%
3.261,11,May,2018,11/05/2018,5,0.48,309.6,"1,303.32",138.74,556.66,61182.39253,0,1.75%
3.26,14,May,2018,14/05/2018,1,0.48,309.6,"1,303.32",138.74,556.66,60748.71665,0,1.75%
3.272,15,May,2018,15/05/2018,2,0.48,309.6,"1,303.32",138.74,556.66,60720.74303,0,1.75%
3.268,16,May,2018,16/05/2018,3,0.48,309.6,"1,303.32",138.74,556.66,60475.06182,0,1.75%
3.274,17,May,2018,17/05/2018,4,0.48,309.6,"1,303.32",138.74,556.66,60495.28431,0,1.75%
3.289,18,May,2018,18/05/2018,5,0.48,309.6,"1,303.32",138.74,556.66,60326.20432,0,1.75%
3.286,21,May,2018,21/05/2018,1,0.48,309.6,"1,303.32",138.74,556.66,60374.65654,0,1.75%
3.274,22,May,2018,22/05/2018,2,0.48,309.6,"1,303.32",138.74,556.66,60323.05495,0,1.75%
3.271,23,May,2018,23/05/2018,3,0.48,309.6,"1,303.32",138.74,556.66,60222.68557,0,1.75%
3.268,24,May,2018,24/05/2018,4,0.48,309.6,"1,303.32",138.74,556.66,60102.49386,0,1.75%
3.27,25,May,2018,25/05/2018,5,0.48,309.6,"1,303.32",138.74,556.66,60137.90593,0,1.75%
3.272,28,May,2018,28/05/2018,1,0.48,309.6,"1,303.32",138.74,556.66,60135.79424,0,1.75%
3.281,29,May,2018,29/05/2018,2,0.48,309.6,"1,303.32",138.74,556.66,60108.99003,0,1.75%
3.272,30,May,2018,30/05/2018,3,0.48,309.6,"1,303.32",138.74,556.66,60033.15021,0,1.75%
3.274,31,May,2018,31/05/2018,4,0.48,309.6,"1,303.32",138.74,556.66,60065.19704,0,1.75%
3.273,1,Jun,2018,01/06/2018,5,1.43,315.97,"1,281.57",140.1,528.77,59882.02551,0,2.00%
3.273,4,Jun,2018,04/06/2018,1,1.43,315.97,"1,281.57",140.1,528.77,60520.17269,0,2.00%
3.273,5,Jun,2018,05/06/2018,2,1.43,315.97,"1,281.57",140.1,528.77,60560.02988,0,2.00%
3.261,6,Jun,2018,06/06/2018,3,1.43,315.97,"1,281.57",140.1,528.77,60536.52968,0,2.00%
3.262,7,Jun,2018,07/06/2018,4,1.43,315.97,"1,281.57",140.1,528.77,60442.58434,0,2.00%
3.263,8,Jun,2018,08/06/2018,5,1.43,315.97,"1,281.57",140.1,528.77,60377.55735,0,2.00%
3.267,11,Jun,2018,11/06/2018,1,1.43,315.97,"1,281.57",140.1,528.77,60208.69068,0,2.00%
3.27,12,Jun,2018,12/06/2018,2,1.43,315.97,"1,281.57",140.1,528.77,60104.93681,0,2.00%
3.266,13,Jun,2018,13/06/2018,3,1.43,315.97,"1,281.57",140.1,528.77,60021.55485,0,2.00%
3.267,14,Jun,2018,14/06/2018,4,1.43,315.97,"1,281.57",140.1,528.77,59962.78587,0,2.00%
3.279,15,Jun,2018,15/06/2018,5,1.43,315.97,"1,281.57",140.1,528.77,60020.4859,0,2.00%
3.281,18,Jun,2018,18/06/2018,1,1.43,315.97,"1,281.57",140.1,528.77,60122.58657,0,2.00%
3.285,19,Jun,2018,19/06/2018,2,1.43,315.97,"1,281.57",140.1,528.77,60032.85317,0,2.00%
3.283,20,Jun,2018,20/06/2018,3,1.43,315.97,"1,281.57",140.1,528.77,59965.21081,0,2.00%
3.279,21,Jun,2018,21/06/2018,4,1.43,315.97,"1,281.57",140.1,528.77,60162.31326,0,2.00%
3.269,22,Jun,2018,22/06/2018,5,1.43,315.97,"1,281.57",140.1,528.77,60146.35771,0,2.00%
3.275,25,Jun,2018,25/06/2018,1,1.43,315.97,"1,281.57",140.1,528.77,59816.51474,0,2.00%
3.272,26,Jun,2018,26/06/2018,2,1.43,315.97,"1,281.57",140.1,528.77,59675.82802,0,2.00%
3.272,27,Jun,2018,27/06/2018,3,1.43,315.97,"1,281.57",140.1,528.77,59606.53481,0,2.00%
3.274,28,Jun,2018,28/06/2018,4,1.43,315.97,"1,281.57",140.1,528.77,59079.34853,0,2.00%
3.274,29,Jun,2018,29/06/2018,5,1.43,315.97,"1,281.57",140.1,528.77,59079.34853,0,2.00%
3.288,2,Jul,2018,02/07/2018,1,1.62,283.53,"1,238.53",120.48,531.75,59371.13177,0,2.00%
3.287,3,Jul,2018,03/07/2018,2,1.62,283.53,"1,238.53",120.48,531.75,59520.54971,0,2.00%
3.291,4,Jul,2018,04/07/2018,3,1.62,283.53,"1,238.53",120.48,531.75,59527.97093,0,2.00%
3.291,5,Jul,2018,05/07/2018,4,1.62,283.53,"1,238.53",120.48,531.75,59701.82547,0,2.00%
3.287,6,Jul,2018,06/07/2018,5,1.62,283.53,"1,238.53",120.48,531.75,60159.80604,0,2.00%
3.284,9,Jul,2018,09/07/2018,1,1.62,283.53,"1,238.53",120.48,531.75,60073.74619,0,2.00%
3.274,10,Jul,2018,10/07/2018,2,1.62,283.53,"1,238.53",120.48,531.75,60343.84701,0,2.00%
3.28,11,Jul,2018,11/07/2018,3,1.62,283.53,"1,238.53",120.48,531.75,60232.59934,0,2.00%
3.276,12,Jul,2018,12/07/2018,4,1.62,283.53,"1,238.53",120.48,531.75,60299.30092,0,2.00%
3.273,13,Jul,2018,13/07/2018,5,1.62,283.53,"1,238.53",120.48,531.75,60575.11028,0,2.00%
3.272,16,Jul,2018,16/07/2018,1,1.62,283.53,"1,238.53",120.48,531.75,60596.81402,0,2.00%
3.269,17,Jul,2018,17/07/2018,2,1.62,283.53,"1,238.53",120.48,531.75,60779.63334,0,2.00%
3.273,18,Jul,2018,18/07/2018,3,1.62,283.53,"1,238.53",120.48,531.75,60880.06365,0,2.00%
3.277,19,Jul,2018,19/07/2018,4,1.62,283.53,"1,238.53",120.48,531.75,61135.33178,0,2.00%
3.276,20,Jul,2018,20/07/2018,5,1.62,283.53,"1,238.53",120.48,531.75,61053.00721,0,2.00%
3.28,23,Jul,2018,23/07/2018,1,1.62,283.53,"1,238.53",120.48,531.75,61020.6143,0,2.00%
3.275,24,Jul,2018,24/07/2018,2,1.62,283.53,"1,238.53",120.48,531.75,61012.82763,0,2.00%
3.274,25,Jul,2018,25/07/2018,3,1.62,283.53,"1,238.53",120.48,531.75,61073.64187,0,2.00%
3.276,26,Jul,2018,26/07/2018,4,1.62,283.53,"1,238.53",120.48,531.75,60601.65542,0,2.00%
3.276,27,Jul,2018,27/07/2018,5,1.62,283.53,"1,238.53",120.48,531.75,60601.65542,0,2.00%
3.272,30,Jul,2018,30/07/2018,1,1.62,283.53,"1,238.53",120.48,531.75,60874.51814,0,2.00%
3.274,31,Jul,2018,31/07/2018,2,1.62,283.53,"1,238.53",120.48,531.75,60796.978,0,2.00%
3.275,1,Ago,2018,01/08/2018,3,1.07,274.55,"1,201.09",114,531.22,60743.82997,0,2.00%
3.274,2,Ago,2018,02/08/2018,4,1.07,274.55,"1,201.09",114,531.22,60873.45375,0,2.00%
3.271,3,Ago,2018,03/08/2018,5,1.07,274.55,"1,201.09",114,531.22,60761.06635,0,2.00%
3.27,6,Ago,2018,06/08/2018,1,1.07,274.55,"1,201.09",114,531.22,60763.20392,0,2.00%
3.27,7,Ago,2018,07/08/2018,2,1.07,274.55,"1,201.09",114,531.22,60456.35174,0,2.00%
3.27,8,Ago,2018,08/08/2018,3,1.07,274.55,"1,201.09",114,531.22,60582.05213,0,2.00%
3.273,9,Ago,2018,09/08/2018,4,1.07,274.55,"1,201.09",114,531.22,60609.3467,0,2.00%
3.279,10,Ago,2018,10/08/2018,5,1.07,274.55,"1,201.09",114,531.22,60812.26136,0,2.00%
3.287,13,Ago,2018,13/08/2018,1,1.07,274.55,"1,201.09",114,531.22,60747.14552,0,2.00%
3.291,14,Ago,2018,14/08/2018,2,1.07,274.55,"1,201.09",114,531.22,60568.62041,0,2.00%
3.313,15,Ago,2018,15/08/2018,3,1.07,274.55,"1,201.09",114,531.22,60448.41125,0,2.00%
